host,vacuum,difference_core,difference_shoulder,difference_total,aligned
4.630000000000e-01,7.856310000000e-01,2.106191177271e-02,3.987221171684e+00,4.008283083456e+00,7.040443963257e-01
4.640000000000e-01,7.847040000000e-01,2.066778155283e-02,3.988875405027e+00,4.009543186580e+00,7.031129396198e-01
4.650000000000e-01,7.837750000000e-01,2.027974581989e-02,3.990416816281e+00,4.010696562101e+00,7.021643656258e-01
4.660000000000e-01,7.828440000000e-01,1.989773475934e-02,3.991844979699e+00,4.011742714458e+00,7.011987835606e-01
4.670000000000e-01,7.819110000000e-01,1.952167893880e-02,3.993159473370e+00,4.012681152309e+00,7.002163043760e-01
4.680000000000e-01,7.809760000000e-01,1.915150931281e-02,3.994359879262e+00,4.013511388575e+00,6.992170407573e-01
4.690000000000e-01,7.800390000000e-01,1.878715722759e-02,3.995445783263e+00,4.014232940491e+00,6.982011071220e-01
4.700000000000e-01,7.791000000000e-01,1.842855442547e-02,3.996416775222e+00,4.014845329647e+00,6.971686196183e-01
4.710000000000e-01,7.781590000000e-01,1.807563304937e-02,3.997272448991e+00,4.015348082040e+00,6.961196961232e-01
4.720000000000e-01,7.772160000000e-01,1.772832564703e-02,3.998012402469e+00,4.015740728116e+00,6.950544562411e-01
4.730000000000e-01,7.762710000000e-01,1.738656517521e-02,3.998636237644e+00,4.016022802819e+00,6.939730213017e-01
4.740000000000e-01,7.753240000000e-01,1.705028500364e-02,3.999143560633e+00,4.016193845636e+00,6.928755143579e-01
4.750000000000e-01,7.743750000000e-01,1.671941891897e-02,3.999533981725e+00,4.016253400644e+00,6.917620601841e-01
4.760000000000e-01,7.734240000000e-01,1.639390112851e-02,3.999807115426e+00,4.016201016554e+00,6.906327852734e-01
4.770000000000e-01,7.724710000000e-01,1.607366626389e-02,3.999962580497e+00,4.016036246761e+00,6.894878178355e-01
4.780000000000e-01,7.715160000000e-01,1.575864938453e-02,4.000000000000e+00,4.015758649385e+00,6.883272877943e-01
4.790000000000e-01,7.705590000000e-01,1.544878598109e-02,3.999919001338e+00,4.015367787319e+00,6.871513267849e-01
4.800000000000e-01,7.696000000000e-01,1.514401197868e-02,3.999719216300e+00,4.014863228278e+00,6.859600681512e-01
4.810000000000e-01,7.686390000000e-01,1.484426374006e-02,3.999400281099e+00,4.014244544839e+00,6.847536469428e-01
4.820000000000e-01,7.676760000000e-01,1.454947806863e-02,3.998961836421e+00,4.013511314490e+00,6.835321999120e-01
4.830000000000e-01,7.667110000000e-01,1.425959221132e-02,3.998403527462e+00,4.012663119673e+00,6.822958655107e-01
4.840000000000e-01,7.657440000000e-01,1.397454386142e-02,3.997725003971e+00,4.011699547833e+00,6.810447838869e-01
4.850000000000e-01,7.647750000000e-01,1.369427116119e-02,3.996925920298e+00,4.010620191459e+00,6.797790968817e-01
4.860000000000e-01,7.638040000000e-01,1.341871270444e-02,3.996005935429e+00,4.009424648133e+00,6.784989480252e-01
4.870000000000e-01,7.628310000000e-01,1.314780753897e-02,3.994964713034e+00,4.008112520573e+00,6.772044825333e-01
4.880000000000e-01,7.618560000000e-01,1.288149516882e-02,3.993801921507e+00,4.006683416676e+00,6.758958473036e-01
4.890000000000e-01,7.608790000000e-01,1.261971555653e-02,3.992517234011e+00,4.005136949568e+00,6.745731909115e-01
4.900000000000e-01,7.599000000000e-01,1.236240912522e-02,3.991110328518e+00,4.003472737643e+00,6.732366636059e-01
4.910000000000e-01,7.589190000000e-01,1.210951676049e-02,3.989580887851e+00,4.001690404612e+00,6.718864173055e-01
4.920000000000e-01,7.579360000000e-01,1.186097981238e-02,3.987928599733e+00,3.999789579545e+00,6.705226055939e-01
4.930000000000e-01,7.569510000000e-01,1.161674009703e-02,3.986153156820e+00,3.997769896917e+00,6.691453837153e-01
4.940000000000e-01,7.559640000000e-01,1.137673989836e-02,3.984254256752e+00,3.995630996650e+00,6.677549085696e-01
4.950000000000e-01,7.549750000000e-01,1.114092196959e-02,3.982231602190e+00,3.993372524159e+00,6.663513387083e-01
4.960000000000e-01,7.539840000000e-01,1.090922953466e-02,3.980084900862e+00,3.990994130397e+00,6.649348343286e-01
4.970000000000e-01,7.529910000000e-01,1.068160628952e-02,3.977813865605e+00,3.988495471894e+00,6.635055572691e-01
4.980000000000e-01,7.519960000000e-01,1.045799640339e-02,3.975418214405e+00,3.985876210808e+00,6.620636710041e-01
4.990000000000e-01,7.509990000000e-01,1.023834451980e-02,3.972897670443e+00,3.983136014963e+00,6.606093406387e-01
5.000000000000e-01,7.500000000000e-01,1.002259575762e-02,3.970251962135e+00,3.980274557893e+00,6.591427329027e-01
5.010000000000e-01,7.489990000000e-01,9.810695711964e-03,3.967480823176e+00,3.977291518888e+00,6.576640161453e-01
5.020000000000e-01,7.479960000000e-01,9.602590454973e-03,3.964583992583e+00,3.974186583038e+00,6.561733603295e-01
5.030000000000e-01,7.469910000000e-01,9.398226536509e-03,3.961561214733e+00,3.970959441270e+00,6.546709370257e-01
5.040000000000e-01,7.459840000000e-01,9.197550984757e-03,3.958412239413e+00,3.967609790398e+00,6.531569194057e-01
5.050000000000e-01,7.449750000000e-01,9.000511306721e-03,3.955136821854e+00,3.964137333161e+00,6.516314822370e-01
5.060000000000e-01,7.439640000000e-01,8.807055488631e-03,3.951734722781e+00,3.960541778269e+00,6.500948018754e-01
5.070000000000e-01,7.429510000000e-01,8.617131996244e-03,3.948205708448e+00,3.956822840444e+00,6.485470562595e-01
5.080000000000e-01,7.419360000000e-01,8.430689775062e-03,3.944549550686e+00,3.952980240461e+00,6.469884249032e-01
5.090000000000e-01,7.409190000000e-01,8.247678250451e-03,3.940766026942e+00,3.949013705193e+00,6.454190888895e-01
5.100000000000e-01,7.399000000000e-01,8.068047327673e-03,3.936854920323e+00,3.944922967651e+00,6.438392308630e-01
5.110000000000e-01,7.388790000000e-01,7.891747391818e-03,3.932816019637e+00,3.940707767029e+00,6.422490350228e-01
5.120000000000e-01,7.378560000000e-01,7.718729307661e-03,3.928649119432e+00,3.936367848740e+00,6.406486871156e-01
5.130000000000e-01,7.368310000000e-01,7.548944419419e-03,3.924354020045e+00,3.931902964464e+00,6.390383744278e-01
5.140000000000e-01,7.358040000000e-01,7.382344550431e-03,3.919930527637e+00,3.927312872187e+00,6.374182857781e-01
5.150000000000e-01,7.347750000000e-01,7.218882002742e-03,3.915378454237e+00,3.922597336240e+00,6.357886115095e-01
5.160000000000e-01,7.337440000000e-01,7.058509556614e-03,3.910697617786e+00,3.917756127343e+00,6.341495434819e-01
5.170000000000e-01,7.327110000000e-01,6.901180469948e-03,3.905887842176e+00,3.912789022646e+00,6.325012750632e-01
5.180000000000e-01,7.316760000000e-01,6.746848477625e-03,3.900948957291e+00,3.907695805769e+00,6.308440011218e-01
5.190000000000e-01,7.306390000000e-01,6.595467790766e-03,3.895880799050e+00,3.902476266841e+00,6.291779180178e-01
5.200000000000e-01,7.296000000000e-01,6.446993095920e-03,3.890683209449e+00,3.897130202545e+00,6.275032235944e-01
5.210000000000e-01,7.285590000000e-01,6.301379554165e-03,3.885356036599e+00,3.891657416153e+00,6.258201171694e-01
5.220000000000e-01,7.275160000000e-01,6.158582800134e-03,3.879899134770e+00,3.886057717570e+00,6.241287995260e-01
5.230000000000e-01,7.264710000000e-01,6.018558940977e-03,3.874312364432e+00,3.880330923373e+00,6.224294729042e-01
5.240000000000e-01,7.254240000000e-01,5.881264555232e-03,3.868595592294e+00,3.874476856850e+00,6.207223409909e-01
5.250000000000e-01,7.243750000000e-01,5.746656691639e-03,3.862748691346e+00,3.868495348038e+00,6.190076089113e-01
5.260000000000e-01,7.233240000000e-01,5.614692867872e-03,3.856771540900e+00,3.862386233768e+00,6.172854832185e-01
5.270000000000e-01,7.222710000000e-01,5.485331069209e-03,3.850664026629e+00,3.856149357698e+00,6.155561718847e-01
5.280000000000e-01,7.212160000000e-01,5.358529747126e-03,3.844426040609e+00,3.849784570356e+00,6.138198842904e-01
5.290000000000e-01,7.201590000000e-01,5.234247817832e-03,3.838057481359e+00,3.843291729177e+00,6.120768312150e-01
5.300000000000e-01,7.191000000000e-01,5.112444660729e-03,3.831558253881e+00,3.836670698542e+00,6.103272248262e-01
5.310000000000e-01,7.180390000000e-01,4.993080116816e-03,3.824928269701e+00,3.829921349818e+00,6.085712786698e-01
5.320000000000e-01,7.169760000000e-01,4.876114487024e-03,3.818167446905e+00,3.823043561392e+00,6.068092076592e-01
5.330000000000e-01,7.159110000000e-01,4.761508530488e-03,3.811275710185e+00,3.816037218715e+00,6.050412280641e-01
5.340000000000e-01,7.148440000000e-01,4.649223462767e-03,3.804252990873e+00,3.808902214336e+00,6.032675575004e-01
5.350000000000e-01,7.137750000000e-01,4.539220953993e-03,3.797099226984e+00,3.801638447938e+00,6.014884149187e-01
5.360000000000e-01,7.127040000000e-01,4.431463126969e-03,3.789814363254e+00,3.794245826381e+00,5.997040205927e-01
5.370000000000e-01,7.116310000000e-01,4.325912555207e-03,3.782398351178e+00,3.786724263734e+00,5.979145961084e-01
5.380000000000e-01,7.105560000000e-01,4.222532260915e-03,3.774851149053e+00,3.779073681314e+00,5.961203643521e-01
5.390000000000e-01,7.094790000000e-01,4.121285712922e-03,3.767172722012e+00,3.771294007725e+00,5.943215494988e-01
5.400000000000e-01,7.084000000000e-01,4.022136824559e-03,3.759363042065e+00,3.763385178890e+00,5.925183769999e-01
5.410000000000e-01,7.073190000000e-01,3.925049951477e-03,3.751422088138e+00,3.755347138090e+00,5.907110735715e-01
5.420000000000e-01,7.062360000000e-01,3.829989889428e-03,3.743349846110e+00,3.747179836000e+00,5.888998671816e-01
5.430000000000e-01,7.051510000000e-01,3.736921871986e-03,3.735146308853e+00,3.738883230725e+00,5.870849870381e-01
5.440000000000e-01,7.040640000000e-01,3.645811568225e-03,3.726811476266e+00,3.730457287834e+00,5.852666635757e-01
5.450000000000e-01,7.029750000000e-01,3.556625080346e-03,3.718345355320e+00,3.721901980400e+00,5.834451284430e-01
5.460000000000e-01,7.018840000000e-01,3.469328941268e-03,3.709747960086e+00,3.713217289027e+00,5.816206144898e-01
5.470000000000e-01,7.007910000000e-01,3.383890112162e-03,3.701019311782e+00,3.704403201894e+00,5.797933557537e-01
5.480000000000e-01,6.996960000000e-01,3.300275979952e-03,3.692159438803e+00,3.695459714783e+00,5.779635874464e-01
5.490000000000e-01,6.985990000000e-01,3.218454354771e-03,3.683168376762e+00,3.686386831116e+00,5.761315459406e-01
5.500000000000e-01,6.975000000000e-01,3.138393467374e-03,3.674046168524e+00,3.677184561991e+00,5.742974687556e-01
5.510000000000e-01,6.963990000000e-01,3.060061966515e-03,3.664792864245e+00,3.667852926212e+00,5.724615945438e-01
5.520000000000e-01,6.952960000000e-01,2.983428916287e-03,3.655408521408e+00,3.658391950325e+00,5.706241630763e-01
5.530000000000e-01,6.941910000000e-01,2.908463793417e-03,3.645893204858e+00,3.648801668652e+00,5.687854152286e-01
5.540000000000e-01,6.930840000000e-01,2.835136484541e-03,3.636246986838e+00,3.639082123323e+00,5.669455929660e-01
5.550000000000e-01,6.919750000000e-01,2.763417283426e-03,3.626469947025e+00,3.629233364308e+00,5.651049393288e-01
5.560000000000e-01,6.908640000000e-01,2.693276888170e-03,3.616562172566e+00,3.619255449454e+00,5.632636984176e-01
5.570000000000e-01,6.897510000000e-01,2.624686398372e-03,3.606523758113e+00,3.609148444511e+00,5.614221153777e-01
5.580000000000e-01,6.886360000000e-01,2.557617312260e-03,3.596354805857e+00,3.598912423169e+00,5.595804363843e-01
5.590000000000e-01,6.875190000000e-01,2.492041523801e-03,3.586055425564e+00,3.588547467088e+00,5.577389086266e-01
5.600000000000e-01,6.864000000000e-01,2.427931319773e-03,3.575625734609e+00,3.578053665928e+00,5.558977802923e-01
5.610000000000e-01,6.852790000000e-01,2.365259376818e-03,3.565065858009e+00,3.567431117386e+00,5.540573005515e-01
5.620000000000e-01,6.841560000000e-01,2.303998758461e-03,3.554375928459e+00,3.556679927218e+00,5.522177195408e-01
5.630000000000e-01,6.830310000000e-01,2.244122912107e-03,3.543556086366e+00,3.545800209278e+00,5.503792883467e-01
5.640000000000e-01,6.819040000000e-01,2.185605666018e-03,3.532606479879e+00,3.534792085545e+00,5.485422589894e-01
5.650000000000e-01,6.807750000000e-01,2.128421226257e-03,3.521527264925e+00,3.523655686151e+00,5.467068844059e-01
5.660000000000e-01,6.796440000000e-01,2.072544173622e-03,3.510318605243e+00,3.512391149416e+00,5.448734184330e-01
5.670000000000e-01,6.785110000000e-01,2.017949460546e-03,3.498980672412e+00,3.500998621873e+00,5.430421157905e-01
5.680000000000e-01,6.773760000000e-01,1.964612407994e-03,3.487513645889e+00,3.489478258297e+00,5.412132320636e-01
5.690000000000e-01,6.762390000000e-01,1.912508702323e-03,3.475917713037e+00,3.477830221739e+00,5.393870236855e-01
5.700000000000e-01,6.751000000000e-01,1.861614392136e-03,3.464193069158e+00,3.466054683550e+00,5.375637479194e-01
5.710000000000e-01,6.739590000000e-01,1.811905885119e-03,3.452339917524e+00,3.454151823410e+00,5.357436628411e-01
5.720000000000e-01,6.728160000000e-01,1.763359944856e-03,3.440358469411e+00,3.442121829356e+00,5.339270273205e-01
5.730000000000e-01,6.716710000000e-01,1.715953687636e-03,3.428248944125e+00,3.429964897812e+00,5.321141010031e-01
5.740000000000e-01,6.705240000000e-01,1.669664579240e-03,3.416011569035e+00,3.417681233614e+00,5.303051442918e-01
5.750000000000e-01,6.693750000000e-01,1.624470431726e-03,3.403646579606e+00,3.405271050037e+00,5.285004183280e-01
5.760000000000e-01,6.682240000000e-01,1.580349400187e-03,3.391154219423e+00,3.392734568823e+00,5.267001849726e-01
5.770000000000e-01,6.670710000000e-01,1.537279979513e-03,3.378534740226e+00,3.380072020206e+00,5.249047067866e-01
5.780000000000e-01,6.659160000000e-01,1.495241001135e-03,3.365788401937e+00,3.367283642939e+00,5.231142470122e-01
5.790000000000e-01,6.647590000000e-01,1.454211629761e-03,3.352915472688e+00,3.354369684318e+00,5.213290695526e-01
5.800000000000e-01,6.636000000000e-01,1.414171360110e-03,3.339916228852e+00,3.341330400212e+00,5.195494389528e-01
5.810000000000e-01,6.624390000000e-01,1.375100013631e-03,3.326790955067e+00,3.328166055081e+00,5.177756203788e-01
5.820000000000e-01,6.612760000000e-01,1.336977735220e-03,3.313539944271e+00,3.314876922006e+00,5.160078795980e-01
5.830000000000e-01,6.601110000000e-01,1.299784989935e-03,3.300163497723e+00,3.301463282713e+00,5.142464829585e-01
5.840000000000e-01,6.589440000000e-01,1.263502559699e-03,3.286661925033e+00,3.287925427593e+00,5.124916973683e-01
5.850000000000e-01,6.577750000000e-01,1.228111540010e-03,3.273035544189e+00,3.274263655729e+00,5.107437902743e-01
5.860000000000e-01,6.566040000000e-01,1.193593336637e-03,3.259284681583e+00,3.260478274919e+00,5.090030296416e-01
5.870000000000e-01,6.554310000000e-01,1.159929662325e-03,3.245409672037e+00,3.246569601699e+00,5.072696839316e-01
5.880000000000e-01,6.542560000000e-01,1.127102533491e-03,3.231410858829e+00,3.232537961362e+00,5.055440220808e-01
5.890000000000e-01,6.530790000000e-01,1.095094266927e-03,3.217288593719e+00,3.218383687986e+00,5.038263134790e-01
5.900000000000e-01,6.519000000000e-01,1.063887476498e-03,3.203043236973e+00,3.204107124450e+00,5.021168279470e-01
5.910000000000e-01,6.507190000000e-01,1.033465069844e-03,3.188675157390e+00,3.189708622460e+00,5.004158357144e-01
5.920000000000e-01,6.495360000000e-01,1.003810245087e-03,3.174184732321e+00,3.175188542567e+00,4.987236073975e-01
5.930000000000e-01,6.483510000000e-01,9.749064875355e-04,3.159572347700e+00,3.160547254188e+00,4.970404139762e-01
5.940000000000e-01,6.471640000000e-01,9.467375663990e-04,3.144838398062e+00,3.145785135628e+00,4.953665267710e-01
5.950000000000e-01,6.459750000000e-01,9.192875315028e-04,3.129983286567e+00,3.130902574099e+00,4.937022174204e-01
5.960000000000e-01,6.447840000000e-01,8.925407100102e-04,3.115007425027e+00,3.115899965737e+00,4.920477578568e-01
5.970000000000e-01,6.435910000000e-01,8.664817031509e-04,3.099911233921e+00,3.100777715624e+00,4.904034202835e-01
5.980000000000e-01,6.423960000000e-01,8.410953829552e-04,3.084695142424e+00,3.085536237807e+00,4.887694771504e-01
5.990000000000e-01,6.411990000000e-01,8.163668889966e-04,3.069359588424e+00,3.070175955313e+00,4.871462011302e-01
6.000000000000e-01,6.400000000000e-01,7.922816251426e-04,3.053905018545e+00,3.054697300170e+00,4.855338650939e-01
6.010000000000e-01,6.387990000000e-01,7.688252563137e-04,3.038331888166e+00,3.039100713422e+00,4.839327420864e-01
6.020000000000e-01,6.375960000000e-01,7.459837052522e-04,3.022640661443e+00,3.023386645148e+00,4.823431053015e-01
6.030000000000e-01,6.363910000000e-01,7.237431493019e-04,3.006831811328e+00,3.007555554478e+00,4.807652280572e-01
6.040000000000e-01,6.351840000000e-01,7.020900171973e-04,2.990905819589e+00,2.991607909607e+00,4.791993837702e-01
6.050000000000e-01,6.339750000000e-01,6.810109858650e-04,2.974863176828e+00,2.975544187813e+00,4.776458459305e-01
6.060000000000e-01,6.327640000000e-01,6.604929772366e-04,2.958704382497e+00,2.959364875475e+00,4.761048880754e-01
6.070000000000e-01,6.315510000000e-01,6.405231550748e-04,2.942429944924e+00,2.943070468079e+00,4.745767837641e-01
6.080000000000e-01,6.303360000000e-01,6.210889218118e-04,2.926040381321e+00,2.926661470242e+00,4.730618065509e-01
6.090000000000e-01,6.291190000000e-01,6.021779154018e-04,2.909536217806e+00,2.910138395722e+00,4.715602299591e-01
6.100000000000e-01,6.279000000000e-01,5.837780061878e-04,2.892917989422e+00,2.893501767428e+00,4.700723274539e-01
6.110000000000e-01,6.266790000000e-01,5.658772937826e-04,2.876186240146e+00,2.876752117440e+00,4.685983724162e-01
6.120000000000e-01,6.254560000000e-01,5.484641039658e-04,2.859341522913e+00,2.859889987017e+00,4.671386381145e-01
6.130000000000e-01,6.242310000000e-01,5.315269855958e-04,2.842384399624e+00,2.842915926610e+00,4.656933976780e-01
6.140000000000e-01,6.230040000000e-01,5.150547075382e-04,2.825315441166e+00,2.825830495874e+00,4.642629240690e-01
6.150000000000e-01,6.217750000000e-01,4.990362556117e-04,2.808135227424e+00,2.808634263680e+00,4.628474900545e-01
6.160000000000e-01,6.205440000000e-01,4.834608295495e-04,2.790844347294e+00,2.791327808124e+00,4.614473681784e-01
6.170000000000e-01,6.193110000000e-01,4.683178399803e-04,2.773443398698e+00,2.773911716538e+00,4.600628307331e-01
6.180000000000e-01,6.180760000000e-01,4.535969054255e-04,2.755932988597e+00,2.756386585502e+00,4.586941497305e-01
6.190000000000e-01,6.168390000000e-01,4.392878493161e-04,2.738313733001e+00,2.738753020851e+00,4.573415968732e-01
6.200000000000e-01,6.156000000000e-01,4.253806970279e-04,2.720586256984e+00,2.721011637681e+00,4.560054435254e-01
6.210000000000e-01,6.143590000000e-01,4.118656729362e-04,2.702751194693e+00,2.703163060366e+00,4.546859606836e-01
6.220000000000e-01,6.131160000000e-01,3.987331974900e-04,2.684809189358e+00,2.685207922556e+00,4.533834189463e-01
6.230000000000e-01,6.118710000000e-01,3.859738843060e-04,2.666760893307e+00,2.667146867191e+00,4.520980884849e-01
6.240000000000e-01,6.106240000000e-01,3.735785372836e-04,2.648606967970e+00,2.648980546508e+00,4.508302390126e-01
6.250000000000e-01,6.093750000000e-01,3.615381477403e-04,2.630348083893e+00,2.630709622040e+00,4.495801397548e-01
6.260000000000e-01,6.081240000000e-01,3.498438915676e-04,2.611984920741e+00,2.612334764633e+00,4.483480594177e-01
6.270000000000e-01,6.068710000000e-01,3.384871264092e-04,2.593518167315e+00,2.593856654442e+00,4.471342661574e-01
6.280000000000e-01,6.056160000000e-01,3.274593888602e-04,2.574948521551e+00,2.575275980940e+00,4.459390275492e-01
6.290000000000e-01,6.043590000000e-01,3.167523916889e-04,2.556276690531e+00,2.556593442923e+00,4.447626105554e-01
6.300000000000e-01,6.031000000000e-01,3.063580210800e-04,2.537503390491e+00,2.537809748512e+00,4.436052814938e-01
6.310000000000e-01,6.018390000000e-01,2.962683339011e-04,2.518629346823e+00,2.518925615157e+00,4.424673060060e-01
6.320000000000e-01,6.005760000000e-01,2.864755549917e-04,2.499655294086e+00,2.499941769641e+00,4.413489490243e-01
6.330000000000e-01,5.993110000000e-01,2.769720744752e-04,2.480581976005e+00,2.480858948080e+00,4.402504747400e-01
6.340000000000e-01,5.980440000000e-01,2.677504450943e-04,2.461410145481e+00,2.461677895926e+00,4.391721465699e-01
6.350000000000e-01,5.967750000000e-01,2.588033795698e-04,2.442140564590e+00,2.442399367969e+00,4.381142271236e-01
6.360000000000e-01,5.955040000000e-01,2.501237479832e-04,2.422774004589e+00,2.423024128337e+00,4.370769781700e-01
6.370000000000e-01,5.942310000000e-01,2.417045751831e-04,2.403311245920e+00,2.403552950495e+00,4.360606606035e-01
6.380000000000e-01,5.929560000000e-01,2.335390382163e-04,2.383753078209e+00,2.383986617247e+00,4.350655344104e-01
6.390000000000e-01,5.916790000000e-01,2.256204637819e-04,2.364100300269e+00,2.364325920732e+00,4.340918586343e-01
6.400000000000e-01,5.904000000000e-01,2.179423257115e-04,2.344353720101e+00,2.344571662427e+00,4.331398913420e-01
6.410000000000e-01,5.891190000000e-01,2.104982424728e-04,2.324514154897e+00,2.324724653139e+00,4.322098895886e-01
6.420000000000e-01,5.878360000000e-01,2.032819746986e-04,2.304582431034e+00,2.304785713008e+00,4.313021093826e-01
6.430000000000e-01,5.865510000000e-01,1.962874227403e-04,2.284559384078e+00,2.284755671501e+00,4.304168056505e-01
6.440000000000e-01,5.852640000000e-01,1.895086242472e-04,2.264445858784e+00,2.264635367408e+00,4.295542322010e-01
6.450000000000e-01,5.839750000000e-01,1.829397517700e-04,2.244242709088e+00,2.244425648840e+00,4.287146416898e-01
6.460000000000e-01,5.826840000000e-01,1.765751103901e-04,2.223950798109e+00,2.224127373220e+00,4.278982855829e-01
6.470000000000e-01,5.813910000000e-01,1.704091353745e-04,2.203570998148e+00,2.203741407283e+00,4.271054141203e-01
6.480000000000e-01,5.800960000000e-01,1.644363898559e-04,2.183104190676e+00,2.183268627066e+00,4.263362762795e-01
6.490000000000e-01,5.787990000000e-01,1.586515625379e-04,2.162551266340e+00,2.162709917903e+00,4.255911197384e-01
6.500000000000e-01,5.775000000000e-01,1.530494654269e-04,2.141913124951e+00,2.142066174416e+00,4.248701908380e-01
6.510000000000e-01,5.761990000000e-01,1.476250315887e-04,2.121190675480e+00,2.121338300512e+00,4.241737345451e-01
6.520000000000e-01,5.748960000000e-01,1.423733129310e-04,2.100384836054e+00,2.100527209367e+00,4.235019944142e-01
6.530000000000e-01,5.735910000000e-01,1.372894780124e-04,2.079496533948e+00,2.079633823426e+00,4.228552125493e-01
6.540000000000e-01,5.722840000000e-01,1.323688098762e-04,2.058526705576e+00,2.058659074386e+00,4.222336295661e-01
6.550000000000e-01,5.709750000000e-01,1.276067039108e-04,2.037476296485e+00,2.037603903189e+00,4.216374845525e-01
6.560000000000e-01,5.696640000000e-01,1.229986657354e-04,2.016346261346e+00,2.016469260012e+00,4.210670150303e-01
6.570000000000e-01,5.683510000000e-01,1.185403091120e-04,1.995137563945e+00,1.995256104254e+00,4.205224569154e-01
6.580000000000e-01,5.670360000000e-01,1.142273538831e-04,1.973851177173e+00,1.973965404527e+00,4.200040444788e-01
6.590000000000e-01,5.657190000000e-01,1.100556239350e-04,1.952488083014e+00,1.952598138638e+00,4.195120103060e-01
6.600000000000e-01,5.644000000000e-01,1.060210451873e-04,1.931049272536e+00,1.931155293581e+00,4.190465852578e-01
6.610000000000e-01,5.630790000000e-01,1.021196436082e-04,1.909535745879e+00,1.909637865522e+00,4.186079984289e-01
6.620000000000e-01,5.617560000000e-01,9.834754325510e-05,1.887948512240e+00,1.888046859783e+00,4.181964771077e-01
6.630000000000e-01,5.604310000000e-01,9.470096434150e-05,1.866288589863e+00,1.866383290828e+00,4.178122467353e-01
6.640000000000e-01,5.591040000000e-01,9.117622132930e-05,1.844557006025e+00,1.844648182247e+00,4.174555308638e-01
6.650000000000e-01,5.577750000000e-01,8.776972104681e-05,1.822754797020e+00,1.822842566741e+00,4.171265511151e-01
6.660000000000e-01,5.564440000000e-01,8.447796083233e-05,1.800883008143e+00,1.800967486104e+00,4.168255271385e-01
6.670000000000e-01,5.551110000000e-01,8.129752670316e-05,1.778942693679e+00,1.779023991206e+00,4.165526765688e-01
6.680000000000e-01,5.537760000000e-01,7.822509155020e-05,1.756934916882e+00,1.757013141973e+00,4.163082149836e-01
6.690000000000e-01,5.524390000000e-01,7.525741335772e-05,1.734860749959e+00,1.734936007372e+00,4.160923558605e-01
6.700000000000e-01,5.511000000000e-01,7.239133344854e-05,1.712721274055e+00,1.712793665389e+00,4.159053105339e-01
6.710000000000e-01,5.497590000000e-01,6.962377475426e-05,1.690517579231e+00,1.690587203006e+00,4.157472881518e-01
6.720000000000e-01,5.484160000000e-01,6.695174011065e-05,1.668250764448e+00,1.668317716188e+00,4.156184956315e-01
6.730000000000e-01,5.470710000000e-01,6.437231057794e-05,1.645921937544e+00,1.645986309855e+00,4.155191376161e-01
6.740000000000e-01,5.457240000000e-01,6.188264378598e-05,1.623532215218e+00,1.623594097862e+00,4.154494164295e-01
6.750000000000e-01,5.443750000000e-01,5.947997230412e-05,1.601082723005e+00,1.601142202977e+00,4.154095320324e-01
6.760000000000e-01,5.430240000000e-01,5.716160203571e-05,1.578574595255e+00,1.578631756857e+00,4.153996819768e-01
6.770000000000e-01,5.416710000000e-01,5.492491063705e-05,1.556008975114e+00,1.556063900025e+00,4.154200613609e-01
6.780000000000e-01,5.403160000000e-01,5.276734596072e-05,1.533387014498e+00,1.533439781844e+00,4.154708627831e-01
6.790000000000e-01,5.389590000000e-01,5.068642452308e-05,1.510709874066e+00,1.510760560491e+00,4.155522762968e-01
6.800000000000e-01,5.376000000000e-01,4.867972999585e-05,1.487978723205e+00,1.488027402935e+00,4.156644893633e-01
6.810000000000e-01,5.362390000000e-01,4.674491172159e-05,1.465194739993e+00,1.465241484905e+00,4.158076868057e-01
6.820000000000e-01,5.348760000000e-01,4.487968325291e-05,1.442359111184e+00,1.442403990868e+00,4.159820507619e-01
6.830000000000e-01,5.335110000000e-01,4.308182091536e-05,1.419473032175e+00,1.419516113996e+00,4.161877606374e-01
6.840000000000e-01,5.321440000000e-01,4.134916239365e-05,1.396537706979e+00,1.396579056142e+00,4.164249930576e-01
6.850000000000e-01,5.307750000000e-01,3.967960534122e-05,1.373554348201e+00,1.373594027807e+00,4.166939218203e-01
6.860000000000e-01,5.294040000000e-01,3.807110601285e-05,1.350524177006e+00,1.350562248112e+00,4.169947178471e-01
6.870000000000e-01,5.280310000000e-01,3.652167792026e-05,1.327448423089e+00,1.327484944767e+00,4.173275491350e-01
6.880000000000e-01,5.266560000000e-01,3.502939051037e-05,1.304328324650e+00,1.304363354040e+00,4.176925807077e-01
6.890000000000e-01,5.252790000000e-01,3.359236786621e-05,1.281165128356e+00,1.281198720724e+00,4.180899745666e-01
6.900000000000e-01,5.239000000000e-01,3.220878743015e-05,1.257960089316e+00,1.257992298104e+00,4.185198896406e-01
6.910000000000e-01,5.225190000000e-01,3.087687874932e-05,1.234714471047e+00,1.234745347926e+00,4.189824817373e-01
6.920000000000e-01,5.211360000000e-01,2.959492224306e-05,1.211429545438e+00,1.211459140361e+00,4.194779034920e-01
6.930000000000e-01,5.197510000000e-01,2.836124799217e-05,1.188106592721e+00,1.188134953969e+00,4.200063043175e-01
6.940000000000e-01,5.183640000000e-01,2.717423454969e-05,1.164746901434e+00,1.164774075669e+00,4.205678303537e-01
