host,vacuum,difference_core,difference_shoulder,difference_total,aligned
2.310000000000e-01,9.466390000000e-01,4.158630014543e-01,1.709431168197e+00,2.125294169651e+00,4.273375725594e-01
2.320000000000e-01,9.461760000000e-01,4.126205425346e-01,1.722122725219e+00,2.134743267754e+00,4.300555486932e-01
2.330000000000e-01,9.457110000000e-01,4.093879436882e-01,1.734831948281e+00,2.144219891969e+00,4.327697900812e-01
2.340000000000e-01,9.452440000000e-01,4.061653484351e-01,1.747558358842e+00,2.153723707277e+00,4.354801384482e-01
2.350000000000e-01,9.447750000000e-01,4.029528984302e-01,1.760301476489e+00,2.163254374919e+00,4.381864356919e-01
2.360000000000e-01,9.443040000000e-01,3.997507334565e-01,1.773060818942e+00,2.172811552399e+00,4.408885238922e-01
2.370000000000e-01,9.438310000000e-01,3.965589914193e-01,1.785835902061e+00,2.182394893481e+00,4.435862453213e-01
2.380000000000e-01,9.433560000000e-01,3.933778083410e-01,1.798626239852e+00,2.192004048193e+00,4.462794424532e-01
2.390000000000e-01,9.428790000000e-01,3.902073183547e-01,1.811431344476e+00,2.201638662831e+00,4.489679579728e-01
2.400000000000e-01,9.424000000000e-01,3.870476537001e-01,1.824250726253e+00,2.211298379953e+00,4.516516347865e-01
2.410000000000e-01,9.419190000000e-01,3.838989447182e-01,1.837083893673e+00,2.220982838391e+00,4.543303160310e-01
2.420000000000e-01,9.414360000000e-01,3.807613198472e-01,1.849930353398e+00,2.230691673246e+00,4.570038450833e-01
2.430000000000e-01,9.409510000000e-01,3.776349056179e-01,1.862789610277e+00,2.240424515895e+00,4.596720655706e-01
2.440000000000e-01,9.404640000000e-01,3.745198266503e-01,1.875661167344e+00,2.250180993995e+00,4.623348213796e-01
2.450000000000e-01,9.399750000000e-01,3.714162056499e-01,1.888544525835e+00,2.259960731484e+00,4.649919566665e-01
2.460000000000e-01,9.394840000000e-01,3.683241634045e-01,1.901439185187e+00,2.269763348592e+00,4.676433158664e-01
2.470000000000e-01,9.389910000000e-01,3.652438187811e-01,1.914344643055e+00,2.279588461836e+00,4.702887437032e-01
2.480000000000e-01,9.384960000000e-01,3.621752887236e-01,1.927260395310e+00,2.289435684034e+00,4.729280851994e-01
2.490000000000e-01,9.379990000000e-01,3.591186882503e-01,1.940185936057e+00,2.299304624307e+00,4.755611856857e-01
2.500000000000e-01,9.375000000000e-01,3.560741304518e-01,1.953120757636e+00,2.309194888088e+00,4.781878908105e-01
2.510000000000e-01,9.369990000000e-01,3.530417264893e-01,1.966064350632e+00,2.319106077122e+00,4.808080465503e-01
2.520000000000e-01,9.364960000000e-01,3.500215855935e-01,1.979016203887e+00,2.329037789481e+00,4.834214992185e-01
2.530000000000e-01,9.359910000000e-01,3.470138150630e-01,1.991975804504e+00,2.338989619567e+00,4.860280954762e-01
2.540000000000e-01,9.354840000000e-01,3.440185202636e-01,2.004942637857e+00,2.348961158121e+00,4.886276823409e-01
2.550000000000e-01,9.349750000000e-01,3.410358046281e-01,2.017916187604e+00,2.358951992232e+00,4.912201071972e-01
2.560000000000e-01,9.344640000000e-01,3.380657696555e-01,2.030895935688e+00,2.368961705343e+00,4.938052178058e-01
2.570000000000e-01,9.339510000000e-01,3.351085149116e-01,2.043881362354e+00,2.378989877265e+00,4.963828623138e-01
2.580000000000e-01,9.334360000000e-01,3.321641380287e-01,2.056871946153e+00,2.389036084182e+00,4.989528892642e-01
2.590000000000e-01,9.329190000000e-01,3.292327347069e-01,2.069867163954e+00,2.399099898661e+00,5.015151476056e-01
2.600000000000e-01,9.324000000000e-01,3.263143987145e-01,2.082866490954e+00,2.409180889668e+00,5.040694867023e-01
2.610000000000e-01,9.318790000000e-01,3.234092218892e-01,2.095869400683e+00,2.419278622573e+00,5.066157563437e-01
2.620000000000e-01,9.313560000000e-01,3.205172941399e-01,2.108875365022e+00,2.429392659162e+00,5.091538067542e-01
2.630000000000e-01,9.308310000000e-01,3.176387034483e-01,2.121883854203e+00,2.439522557652e+00,5.116834886032e-01
2.640000000000e-01,9.303040000000e-01,3.147735358706e-01,2.134894336829e+00,2.449667872700e+00,5.142046530146e-01
2.650000000000e-01,9.297750000000e-01,3.119218755403e-01,2.147906279876e+00,2.459828155416e+00,5.167171515767e-01
2.660000000000e-01,9.292440000000e-01,3.090838046704e-01,2.160919148709e+00,2.470002953379e+00,5.192208363517e-01
2.670000000000e-01,9.287110000000e-01,3.062594035566e-01,2.173932407087e+00,2.480191810644e+00,5.217155598861e-01
2.680000000000e-01,9.281760000000e-01,3.034487505799e-01,2.186945517182e+00,2.490394267761e+00,5.242011752198e-01
2.690000000000e-01,9.276390000000e-01,3.006519222104e-01,2.199957939579e+00,2.500609861789e+00,5.266775358962e-01
2.700000000000e-01,9.271000000000e-01,2.978689930109e-01,2.212969133297e+00,2.510838126308e+00,5.291444959721e-01
2.710000000000e-01,9.265590000000e-01,2.951000356406e-01,2.225978555792e+00,2.521078591433e+00,5.316019100272e-01
2.720000000000e-01,9.260160000000e-01,2.923451208596e-01,2.238985662975e+00,2.531330783835e+00,5.340496331737e-01
2.730000000000e-01,9.254710000000e-01,2.896043175329e-01,2.251989909217e+00,2.541594226750e+00,5.364875210669e-01
2.740000000000e-01,9.249240000000e-01,2.868776926356e-01,2.264990747366e+00,2.551868440002e+00,5.389154299137e-01
2.750000000000e-01,9.243750000000e-01,2.841653112572e-01,2.277987628754e+00,2.562152940012e+00,5.413332164837e-01
2.760000000000e-01,9.238240000000e-01,2.814672366077e-01,2.290980003213e+00,2.572447239821e+00,5.437407381177e-01
2.770000000000e-01,9.232710000000e-01,2.787835300219e-01,2.303967319083e+00,2.582750849105e+00,5.461378527384e-01
2.780000000000e-01,9.227160000000e-01,2.761142509663e-01,2.316949023226e+00,2.593063274193e+00,5.485244188596e-01
2.790000000000e-01,9.221590000000e-01,2.734594570439e-01,2.329924561040e+00,2.603384018084e+00,5.509002955962e-01
2.800000000000e-01,9.216000000000e-01,2.708192040014e-01,2.342893376467e+00,2.613712580468e+00,5.532653426737e-01
2.810000000000e-01,9.210390000000e-01,2.681935457349e-01,2.355854912009e+00,2.624048457744e+00,5.556194204382e-01
2.820000000000e-01,9.204760000000e-01,2.655825342968e-01,2.368808608740e+00,2.634391143036e+00,5.579623898658e-01
2.830000000000e-01,9.199110000000e-01,2.629862199027e-01,2.381753906317e+00,2.644740126220e+00,5.602941125726e-01
2.840000000000e-01,9.193440000000e-01,2.604046509387e-01,2.394690242996e+00,2.655094893935e+00,5.626144508241e-01
2.850000000000e-01,9.187750000000e-01,2.578378739684e-01,2.407617055643e+00,2.665454929611e+00,5.649232675452e-01
2.860000000000e-01,9.182040000000e-01,2.552859337406e-01,2.420533779747e+00,2.675819713487e+00,5.672204263296e-01
2.870000000000e-01,9.176310000000e-01,2.527488731975e-01,2.433439849434e+00,2.686188722632e+00,5.695057914497e-01
2.880000000000e-01,9.170560000000e-01,2.502267334820e-01,2.446334697483e+00,2.696561430965e+00,5.717792278660e-01
2.890000000000e-01,9.164790000000e-01,2.477195539465e-01,2.459217755335e+00,2.706937309281e+00,5.740406012369e-01
2.900000000000e-01,9.159000000000e-01,2.452273721613e-01,2.472088453110e+00,2.717315825271e+00,5.762897779287e-01
2.910000000000e-01,9.153190000000e-01,2.427502239231e-01,2.484946219621e+00,2.727696443544e+00,5.785266250243e-01
2.920000000000e-01,9.147360000000e-01,2.402881432637e-01,2.497790482387e+00,2.738078625651e+00,5.807510103337e-01
2.930000000000e-01,9.141510000000e-01,2.378411624598e-01,2.510620667649e+00,2.748461830109e+00,5.829628024033e-01
2.940000000000e-01,9.135640000000e-01,2.354093120416e-01,2.523436200382e+00,2.758845512424e+00,5.851618705254e-01
2.950000000000e-01,9.129750000000e-01,2.329926208024e-01,2.536236504313e+00,2.769229125116e+00,5.873480847478e-01
2.960000000000e-01,9.123840000000e-01,2.305911158087e-01,2.549021001933e+00,2.779612117742e+00,5.895213158833e-01
2.970000000000e-01,9.117910000000e-01,2.282048224098e-01,2.561789114513e+00,2.789993936923e+00,5.916814355196e-01
2.980000000000e-01,9.111960000000e-01,2.258337642476e-01,2.574540262119e+00,2.800374026367e+00,5.938283160284e-01
2.990000000000e-01,9.105990000000e-01,2.234779632675e-01,2.587273863630e+00,2.810751826898e+00,5.959618305751e-01
3.000000000000e-01,9.100000000000e-01,2.211374397284e-01,2.599989336748e+00,2.821126776476e+00,5.980818531285e-01
3.010000000000e-01,9.093990000000e-01,2.188122122136e-01,2.612686098018e+00,2.831498310232e+00,6.001882584698e-01
3.020000000000e-01,9.087960000000e-01,2.165022976413e-01,2.625363562844e+00,2.841865860485e+00,6.022809222025e-01
3.030000000000e-01,9.081910000000e-01,2.142077112758e-01,2.638021145501e+00,2.852228856777e+00,6.043597207617e-01
3.040000000000e-01,9.075840000000e-01,2.119284667390e-01,2.650658259156e+00,2.862586725895e+00,6.064245314235e-01
3.050000000000e-01,9.069750000000e-01,2.096645760209e-01,2.663274315881e+00,2.872938891901e+00,6.084752323145e-01
3.060000000000e-01,9.063640000000e-01,2.074160494920e-01,2.675868726671e+00,2.883284776163e+00,6.105117024211e-01
3.070000000000e-01,9.057510000000e-01,2.051828959146e-01,2.688440901460e+00,2.893623797374e+00,6.125338215989e-01
3.080000000000e-01,9.051360000000e-01,2.029651224543e-01,2.700990249139e+00,2.903955371593e+00,6.145414705823e-01
3.090000000000e-01,9.045190000000e-01,2.007627346927e-01,2.713516177571e+00,2.914278912264e+00,6.165345309934e-01
3.100000000000e-01,9.039000000000e-01,1.985757366389e-01,2.726018093611e+00,2.924593830250e+00,6.185128853516e-01
3.110000000000e-01,9.032790000000e-01,1.964041307422e-01,2.738495403119e+00,2.934899533861e+00,6.204764170828e-01
3.120000000000e-01,9.026560000000e-01,1.942479179045e-01,2.750947510983e+00,2.945195428888e+00,6.224250105288e-01
3.130000000000e-01,9.020310000000e-01,1.921070974926e-01,2.763373821133e+00,2.955480918625e+00,6.243585509565e-01
3.140000000000e-01,9.014040000000e-01,1.899816673514e-01,2.775773736558e+00,2.965755403909e+00,6.262769245669e-01
3.150000000000e-01,9.007750000000e-01,1.878716238163e-01,2.788146659329e+00,2.976018283145e+00,6.281800185048e-01
3.160000000000e-01,9.001440000000e-01,1.857769617266e-01,2.800491990611e+00,2.986268952337e+00,6.300677208674e-01
3.170000000000e-01,8.995110000000e-01,1.836976744384e-01,2.812809130686e+00,2.996506805124e+00,6.319399207139e-01
3.180000000000e-01,8.988760000000e-01,1.816337538381e-01,2.825097478970e+00,3.006731232808e+00,6.337965080745e-01
3.190000000000e-01,8.982390000000e-01,1.795851903555e-01,2.837356434032e+00,3.016941624387e+00,6.356373739594e-01
3.200000000000e-01,8.976000000000e-01,1.775519729774e-01,2.849585393611e+00,3.027137366589e+00,6.374624103680e-01
3.210000000000e-01,8.969590000000e-01,1.755340892615e-01,2.861783754639e+00,3.037317843900e+00,6.392715102981e-01
3.220000000000e-01,8.963160000000e-01,1.735315253499e-01,2.873950913255e+00,3.047482438605e+00,6.410645677544e-01
3.230000000000e-01,8.956710000000e-01,1.715442659830e-01,2.886086264831e+00,3.057630530814e+00,6.428414777583e-01
3.240000000000e-01,8.950240000000e-01,1.695722945136e-01,2.898189203986e+00,3.067761498499e+00,6.446021363561e-01
3.250000000000e-01,8.943750000000e-01,1.676155929206e-01,2.910259124607e+00,3.077874717527e+00,6.463464406284e-01
3.260000000000e-01,8.937240000000e-01,1.656741418238e-01,2.922295419871e+00,3.087969561695e+00,6.480742886991e-01
3.270000000000e-01,8.930710000000e-01,1.637479204978e-01,2.934297482265e+00,3.098045402763e+00,6.497855797438e-01
3.280000000000e-01,8.924160000000e-01,1.618369068863e-01,2.946264703603e+00,3.108101610490e+00,6.514802139992e-01
3.290000000000e-01,8.917590000000e-01,1.599410776168e-01,2.958196475051e+00,3.118137552668e+00,6.531580927715e-01
3.300000000000e-01,8.911000000000e-01,1.580604080150e-01,2.970092187144e+00,3.128152595159e+00,6.548191184455e-01
3.310000000000e-01,8.904390000000e-01,1.561948721196e-01,2.981951229808e+00,3.138146101928e+00,6.564631944933e-01
3.320000000000e-01,8.897760000000e-01,1.543444426970e-01,2.993772992384e+00,3.148117435081e+00,6.580902254828e-01
3.330000000000e-01,8.891110000000e-01,1.525090912559e-01,3.005556863644e+00,3.158065954900e+00,6.597001170868e-01
3.340000000000e-01,8.884440000000e-01,1.506887880623e-01,3.017302231816e+00,3.167991019878e+00,6.612927760914e-01
3.350000000000e-01,8.877750000000e-01,1.488835021548e-01,3.029008484605e+00,3.177891986760e+00,6.628681104047e-01
3.360000000000e-01,8.871040000000e-01,1.470932013591e-01,3.040675009214e+00,3.187768210573e+00,6.644260290653e-01
3.370000000000e-01,8.864310000000e-01,1.453178523033e-01,3.052301192367e+00,3.197619044671e+00,6.659664422511e-01
3.380000000000e-01,8.857560000000e-01,1.435574204333e-01,3.063886420330e+00,3.207443840763e+00,6.674892612876e-01
3.390000000000e-01,8.850790000000e-01,1.418118700276e-01,3.075430078934e+00,3.217241948962e+00,6.689943986566e-01
3.400000000000e-01,8.844000000000e-01,1.400811642129e-01,3.086931553597e+00,3.227012717810e+00,6.704817680045e-01
3.410000000000e-01,8.837190000000e-01,1.383652649793e-01,3.098390229349e+00,3.236755494328e+00,6.719512841508e-01
3.420000000000e-01,8.830360000000e-01,1.366641331955e-01,3.109805490850e+00,3.246469624045e+00,6.734028630964e-01
3.430000000000e-01,8.823510000000e-01,1.349777286248e-01,3.121176722418e+00,3.256154451043e+00,6.748364220321e-01
3.440000000000e-01,8.816640000000e-01,1.333060099399e-01,3.132503308050e+00,3.265809317990e+00,6.762518793468e-01
3.450000000000e-01,8.809750000000e-01,1.316489347387e-01,3.143784631446e+00,3.275433566185e+00,6.776491546358e-01
3.460000000000e-01,8.802840000000e-01,1.300064595599e-01,3.155020076031e+00,3.285026535591e+00,6.790281687090e-01
3.470000000000e-01,8.795910000000e-01,1.283785398988e-01,3.166209024981e+00,3.294587564880e+00,6.803888435990e-01
3.480000000000e-01,8.788960000000e-01,1.267651302222e-01,3.177350861247e+00,3.304115991469e+00,6.817311025697e-01
3.490000000000e-01,8.781990000000e-01,1.251661839847e-01,3.188444967576e+00,3.313611151561e+00,6.830548701237e-01
3.500000000000e-01,8.775000000000e-01,1.235816536444e-01,3.199490726540e+00,3.323072380184e+00,6.843600720109e-01
3.510000000000e-01,8.767990000000e-01,1.220114906779e-01,3.210487520556e+00,3.332499011234e+00,6.856466352365e-01
3.520000000000e-01,8.760960000000e-01,1.204556455968e-01,3.221434731914e+00,3.341890377511e+00,6.869144880686e-01
3.530000000000e-01,8.753910000000e-01,1.189140679630e-01,3.232331742801e+00,3.351245810764e+00,6.881635600465e-01
3.540000000000e-01,8.746840000000e-01,1.173867064045e-01,3.243177935326e+00,3.360564641730e+00,6.893937819886e-01
3.550000000000e-01,8.739750000000e-01,1.158735086312e-01,3.253972691543e+00,3.369846200174e+00,6.906050859998e-01
3.560000000000e-01,8.732640000000e-01,1.143744214508e-01,3.264715393481e+00,3.379089814931e+00,6.917974054800e-01
3.570000000000e-01,8.725510000000e-01,1.128893907840e-01,3.275405423166e+00,3.388294813950e+00,6.929706751313e-01
3.580000000000e-01,8.718360000000e-01,1.114183616811e-01,3.286042162649e+00,3.397460524330e+00,6.941248309659e-01
3.590000000000e-01,8.711190000000e-01,1.099612783370e-01,3.296624994030e+00,3.406586272367e+00,6.952598103138e-01
3.600000000000e-01,8.704000000000e-01,1.085180841076e-01,3.307153299485e+00,3.415671383593e+00,6.963755518303e-01
3.610000000000e-01,8.696790000000e-01,1.070887215249e-01,3.317626461295e+00,3.424715182820e+00,6.974719955038e-01
3.620000000000e-01,8.689560000000e-01,1.056731323133e-01,3.328043861868e+00,3.433716994181e+00,6.985490826631e-01
3.630000000000e-01,8.682310000000e-01,1.042712574049e-01,3.338404883768e+00,3.442676141173e+00,6.996067559849e-01
3.640000000000e-01,8.675040000000e-01,1.028830369555e-01,3.348708909743e+00,3.451591946698e+00,7.006449595013e-01
3.650000000000e-01,8.667750000000e-01,1.015084103603e-01,3.358955322750e+00,3.460463733110e+00,7.016636386072e-01
3.660000000000e-01,8.660440000000e-01,1.001473162693e-01,3.369143505984e+00,3.469290822254e+00,7.026627400674e-01
3.670000000000e-01,8.653110000000e-01,9.879969260304e-02,3.379272842906e+00,3.478072535509e+00,7.036422120242e-01
3.680000000000e-01,8.645760000000e-01,9.746547656849e-02,3.389342717266e+00,3.486808193835e+00,7.046020040043e-01
3.690000000000e-01,8.638390000000e-01,9.614460467428e-02,3.399352513139e+00,3.495497117813e+00,7.055420669262e-01
3.700000000000e-01,8.631000000000e-01,9.483701274643e-02,3.409301614944e+00,3.504138627690e+00,7.064623531071e-01
3.710000000000e-01,8.623590000000e-01,9.354263594384e-02,3.419189407479e+00,3.512732043423e+00,7.073628162702e-01
3.720000000000e-01,8.616160000000e-01,9.226140877377e-02,3.429015275949e+00,3.521276684722e+00,7.082434115514e-01
3.730000000000e-01,8.608710000000e-01,9.099326510729e-02,3.438778605987e+00,3.529771871095e+00,7.091040955065e-01
3.740000000000e-01,8.601240000000e-01,8.973813819468e-02,3.448478783695e+00,3.538216921890e+00,7.099448261181e-01
3.750000000000e-01,8.593750000000e-01,8.849596068076e-02,3.458115195662e+00,3.546611156342e+00,7.107655628022e-01
3.760000000000e-01,8.586240000000e-01,8.726666462022e-02,3.467687228998e+00,3.554953893619e+00,7.115662664152e-01
3.770000000000e-01,8.578710000000e-01,8.605018149289e-02,3.477194271366e+00,3.563244452858e+00,7.123468992604e-01
3.780000000000e-01,8.571160000000e-01,8.484644221889e-02,3.486635711004e+00,3.571482153223e+00,7.131074250949e-01
3.790000000000e-01,8.563590000000e-01,8.365537717386e-02,3.496010936762e+00,3.579666313936e+00,7.138478091361e-01
3.800000000000e-01,8.556000000000e-01,8.247691620396e-02,3.505319338128e+00,3.587796254332e+00,7.145680180682e-01
3.810000000000e-01,8.548390000000e-01,8.131098864098e-02,3.514560305260e+00,3.595871293901e+00,7.152680200486e-01
3.820000000000e-01,8.540760000000e-01,8.015752331727e-02,3.523733229014e+00,3.603890752331e+00,7.159477847147e-01
3.830000000000e-01,8.533110000000e-01,7.901644858066e-02,3.532837500976e+00,3.611853949557e+00,7.166072831898e-01
3.840000000000e-01,8.525440000000e-01,7.788769230927e-02,3.541872513492e+00,3.619760205801e+00,7.172464880896e-01
3.850000000000e-01,8.517750000000e-01,7.677118192634e-02,3.550837659700e+00,3.627608841626e+00,7.178653735286e-01
3.860000000000e-01,8.510040000000e-01,7.566684441486e-02,3.559732333559e+00,3.635399177974e+00,7.184639151258e-01
3.870000000000e-01,8.502310000000e-01,7.457460633226e-02,3.568555929881e+00,3.643130536213e+00,7.190420900113e-01
3.880000000000e-01,8.494560000000e-01,7.349439382493e-02,3.577307844363e+00,3.650802238188e+00,7.195998768324e-01
3.890000000000e-01,8.486790000000e-01,7.242613264267e-02,3.585987473618e+00,3.658413606261e+00,7.201372557588e-01
3.900000000000e-01,8.479000000000e-01,7.136974815315e-02,3.594594215206e+00,3.665963963359e+00,7.206542084894e-01
3.910000000000e-01,8.471190000000e-01,7.032516535616e-02,3.603127467666e+00,3.673452633022e+00,7.211507182578e-01
3.920000000000e-01,8.463360000000e-01,6.929230889788e-02,3.611586630549e+00,3.680878939447e+00,7.216267698379e-01
3.930000000000e-01,8.455510000000e-01,6.827110308502e-02,3.619971104451e+00,3.688242207536e+00,7.220823495500e-01
3.940000000000e-01,8.447640000000e-01,6.726147189885e-02,3.628280291040e+00,3.695541762939e+00,7.225174452661e-01
3.950000000000e-01,8.439750000000e-01,6.626333900921e-02,3.636513593096e+00,3.702776932105e+00,7.229320464156e-01
3.960000000000e-01,8.431840000000e-01,6.527662778837e-02,3.644670414539e+00,3.709947042327e+00,7.233261439908e-01
3.970000000000e-01,8.423910000000e-01,6.430126132481e-02,3.652750160462e+00,3.717051421787e+00,7.236997305524e-01
3.980000000000e-01,8.415960000000e-01,6.333716243691e-02,3.660752237167e+00,3.724089399604e+00,7.240528002350e-01
3.990000000000e-01,8.407990000000e-01,6.238425368658e-02,3.668676052195e+00,3.731060305881e+00,7.243853487518e-01
4.000000000000e-01,8.400000000000e-01,6.144245739271e-02,3.676521014360e+00,3.737963471753e+00,7.246973734005e-01
4.010000000000e-01,8.391990000000e-01,6.051169564459e-02,3.684286533785e+00,3.744798229430e+00,7.249888730682e-01
4.020000000000e-01,8.383960000000e-01,5.959189031521e-02,3.691972021933e+00,3.751563912248e+00,7.252598482364e-01
4.030000000000e-01,8.375910000000e-01,5.868296307446e-02,3.699576891642e+00,3.758259854716e+00,7.255103009860e-01
4.040000000000e-01,8.367840000000e-01,5.778483540221e-02,3.707100557157e+00,3.764885392559e+00,7.257402350024e-01
4.050000000000e-01,8.359750000000e-01,5.689742860127e-02,3.714542434170e+00,3.771439862771e+00,7.259496555802e-01
4.060000000000e-01,8.351640000000e-01,5.602066381034e-02,3.721901939846e+00,3.777922603657e+00,7.261385696279e-01
4.070000000000e-01,8.343510000000e-01,5.515446201669e-02,3.729178492867e+00,3.784332954883e+00,7.263069856729e-01
4.080000000000e-01,8.335360000000e-01,5.429874406887e-02,3.736371513456e+00,3.790670257525e+00,7.264549138657e-01
4.090000000000e-01,8.327190000000e-01,5.345343068926e-02,3.743480423422e+00,3.796933854111e+00,7.265823659851e-01
4.100000000000e-01,8.319000000000e-01,5.261844248648e-02,3.750504646190e+00,3.803123088676e+00,7.266893554417e-01
4.110000000000e-01,8.310790000000e-01,5.179369996773e-02,3.757443606834e+00,3.809237306802e+00,7.267758972833e-01
4.120000000000e-01,8.302560000000e-01,5.097912355095e-02,3.764296732119e+00,3.815275855670e+00,7.268420081985e-01
4.130000000000e-01,8.294310000000e-01,5.017463357699e-02,3.771063450529e+00,3.821238084106e+00,7.268877065212e-01
4.140000000000e-01,8.286040000000e-01,4.938015032150e-02,3.777743192311e+00,3.827123342632e+00,7.269130122348e-01
4.150000000000e-01,8.277750000000e-01,4.859559400682e-02,3.784335389500e+00,3.832930983507e+00,7.269179469760e-01
4.160000000000e-01,8.269440000000e-01,4.782088481370e-02,3.790839475967e+00,3.838660360781e+00,7.269025340391e-01
4.170000000000e-01,8.261110000000e-01,4.705594289291e-02,3.797254887446e+00,3.844310830339e+00,7.268667983798e-01
4.180000000000e-01,8.252760000000e-01,4.630068837674e-02,3.803581061574e+00,3.849881749950e+00,7.268107666188e-01
4.190000000000e-01,8.244390000000e-01,4.555504139034e-02,3.809817437927e+00,3.855372479318e+00,7.267344670458e-01
4.200000000000e-01,8.236000000000e-01,4.481892206298e-02,3.815963458058e+00,3.860782380121e+00,7.266379296231e-01
4.210000000000e-01,8.227590000000e-01,4.409225053914e-02,3.822018565530e+00,3.866110816069e+00,7.265211859890e-01
4.220000000000e-01,8.219160000000e-01,4.337494698953e-02,3.827982205957e+00,3.871357152947e+00,7.263842694613e-01
4.230000000000e-01,8.210710000000e-01,4.266693162192e-02,3.833853827039e+00,3.876520758661e+00,7.262272150409e-01
4.240000000000e-01,8.202240000000e-01,4.196812469191e-02,3.839632878597e+00,3.881601003289e+00,7.260500594149e-01
4.250000000000e-01,8.193750000000e-01,4.127844651348e-02,3.845318812616e+00,3.886597259130e+00,7.258528409599e-01
4.260000000000e-01,8.185240000000e-01,4.059781746953e-02,3.850911083278e+00,3.891508900747e+00,7.256355997449e-01
4.270000000000e-01,8.176710000000e-01,3.992615802217e-02,3.856409146999e+00,3.896335305021e+00,7.253983775347e-01
4.280000000000e-01,8.168160000000e-01,3.926338872296e-02,3.861812462470e+00,3.901075851193e+00,7.251412177926e-01
4.290000000000e-01,8.159590000000e-01,3.860943022298e-02,3.867120490694e+00,3.905729920916e+00,7.248641656833e-01
4.300000000000e-01,8.151000000000e-01,3.796420328282e-02,3.872332695021e+00,3.910296898304e+00,7.245672680754e-01
4.310000000000e-01,8.142390000000e-01,3.732762878232e-02,3.877448541191e+00,3.914776169973e+00,7.242505735446e-01
4.320000000000e-01,8.133760000000e-01,3.669962773034e-02,3.882467497368e+00,3.919167125098e+00,7.239141323760e-01
4.330000000000e-01,8.125110000000e-01,3.608012127425e-02,3.887389034180e+00,3.923469155455e+00,7.235579965661e-01
4.340000000000e-01,8.116440000000e-01,3.546903070938e-02,3.892212624760e+00,3.927681655470e+00,7.231822198262e-01
4.350000000000e-01,8.107750000000e-01,3.486627748828e-02,3.896937744780e+00,3.931804022268e+00,7.227868575837e-01
4.360000000000e-01,8.099040000000e-01,3.427178322988e-02,3.901563872492e+00,3.935835655722e+00,7.223719669849e-01
4.370000000000e-01,8.090310000000e-01,3.368546972849e-02,3.906090488769e+00,3.939775958497e+00,7.219376068966e-01
4.380000000000e-01,8.081560000000e-01,3.310725896271e-02,3.910517077140e+00,3.943624336103e+00,7.214838379088e-01
4.390000000000e-01,8.072790000000e-01,3.253707310410e-02,3.914843123832e+00,3.947380196937e+00,7.210107223358e-01
4.400000000000e-01,8.064000000000e-01,3.197483452586e-02,3.919068117810e+00,3.951042952336e+00,7.205183242185e-01
4.410000000000e-01,8.055190000000e-01,3.142046581124e-02,3.923191550813e+00,3.954612016624e+00,7.200067093259e-01
4.420000000000e-01,8.046360000000e-01,3.087388976191e-02,3.927212917396e+00,3.958086807157e+00,7.194759451569e-01
4.430000000000e-01,8.037510000000e-01,3.033502940609e-02,3.931131714968e+00,3.961466744374e+00,7.189261009415e-01
4.440000000000e-01,8.028640000000e-01,2.980380800671e-02,3.934947443836e+00,3.964751251843e+00,7.183572476423e-01
4.450000000000e-01,8.019750000000e-01,2.928014906920e-02,3.938659607238e+00,3.967939756308e+00,7.177694579560e-01
4.460000000000e-01,8.010840000000e-01,2.876397634937e-02,3.942267711390e+00,3.971031687739e+00,7.171628063142e-01
4.470000000000e-01,8.001910000000e-01,2.825521386101e-02,3.945771265520e+00,3.974026479381e+00,7.165373688848e-01
4.480000000000e-01,7.992960000000e-01,2.775378588341e-02,3.949169781912e+00,3.976923567796e+00,7.158932235728e-01
4.490000000000e-01,7.983990000000e-01,2.725961696869e-02,3.952462775946e+00,3.979722392915e+00,7.152304500213e-01
4.500000000000e-01,7.975000000000e-01,2.677263194910e-02,3.955649766136e+00,3.982422398085e+00,7.145491296121e-01
4.510000000000e-01,7.965990000000e-01,2.629275594404e-02,3.958730274174e+00,3.985023030118e+00,7.138493454667e-01
4.520000000000e-01,7.956960000000e-01,2.581991436706e-02,3.961703824967e+00,3.987523739334e+00,7.131311824462e-01
4.530000000000e-01,7.947910000000e-01,2.535403293267e-02,3.964569946680e+00,3.989923979613e+00,7.123947271525e-01
4.540000000000e-01,7.938840000000e-01,2.489503766301e-02,3.967328170776e+00,3.992223208439e+00,7.116400679282e-01
4.550000000000e-01,7.929750000000e-01,2.444285489442e-02,3.969978032058e+00,3.994420886953e+00,7.108672948567e-01
4.560000000000e-01,7.920640000000e-01,2.399741128379e-02,3.972519068709e+00,3.996516479992e+00,7.100764997627e-01
4.570000000000e-01,7.911510000000e-01,2.355863381492e-02,3.974950822330e+00,3.998509456145e+00,7.092677762119e-01
4.580000000000e-01,7.902360000000e-01,2.312644980459e-02,3.977272837989e+00,4.000399287793e+00,7.084412195112e-01
4.590000000000e-01,7.893190000000e-01,2.270078690856e-02,3.979484664253e+00,4.002185451162e+00,7.075969267080e-01
4.600000000000e-01,7.884000000000e-01,2.228157312749e-02,3.981585853237e+00,4.003867426364e+00,7.067349965903e-01
4.610000000000e-01,7.874790000000e-01,2.186873681260e-02,3.983575960640e+00,4.005444697453e+00,7.058555296859e-01
4.620000000000e-01,7.865560000000e-01,2.146220667132e-02,3.985454545790e+00,4.006916752462e+00,7.049586282624e-01
