core_power_control_count,minimum_core_power,maximum_core_power,all_fixed_background_controls_pass,all_predictor_controls_pass,best_tested_core_power,best_tested_prediction,best_tested_relative_gain,high_power_inverse_slope,high_power_limit_prediction,high_power_limit_relative_gain,high_power_fit_maximum_relative_error,direct_predictor_uncertainty_allowance,combined_core_power_headroom,combined_upper_prediction,direct_fold_gain_threshold,new_direct_fold_authorized,previous_shell_power_coordinate_closed,post_aligned_core_power_coordinate_closed,retained_core_power,retained_node_parameter,retained_fold_backreaction,full_static_backreaction_authorized,dynamic_root_audit_authorized
8,12,96,True,True,96,0.0020732130004999516,0.0023998221910295214,-6.40226679164155e-05,0.002073953219234381,0.0027577184262912446,3.792497730026323e-05,0.0003523907658895542,0.0031110809866892186,0.0020746840611977264,0.01,False,True,True,16,1.8591551305560714,0.0020682495692869894,False,False
