control_count,all_fixed_background_controls_pass,all_predictor_controls_pass,discrete_winner_width_mixture,discrete_winner_prediction,discrete_winner_relative_gain,local_left_width_mixture,local_center_width_mixture,local_right_width_mixture,quadratic_coefficient_2,quadratic_coefficient_1,quadratic_coefficient_0,fitted_optimum_width_mixture,fitted_prediction,fitted_residual_gain,predictor_relative_scale,matching_radius_relative_scale,new_direct_fold_authorized,previous_shoulder_coefficient_closed,post_aligned_linear_width_closed,retained_width_mixture,retained_fold_backreaction,full_static_backreaction_authorized,dynamic_root_audit_authorized
7,True,True,1.2,0.002068978401336761,0.0003523907658895542,1.175,1.2,1.225,-0.0008527432045295989,0.0020299630328304667,0.0008609729764628238,1.1902545936735203,0.002069059388869771,3.914373052782416e-05,0.0003523907658895542,0.0007724502405647646,False,True,True,1.2,0.0020682495692869894,False,False
