direct_control_count,direct_control_values,all_direct_controls_pass,discrete_winner_c1,fixed_c2,discrete_winner_fold_backreaction,local_left_c1,local_left_fold_backreaction,local_center_c1,local_center_fold_backreaction,local_right_c1,local_right_fold_backreaction,quadratic_coefficient_2,quadratic_coefficient_1,quadratic_coefficient_0,fitted_optimum_c1,fitted_fold_backreaction,fitted_residual_gain_over_discrete_winner,maximum_relative_fit_error,matching_radius_relative_scale,previous_quadratic_fitted_optimum_c2,previous_quadratic_residual_gain,previous_quadratic_coordinate_closed,linear_coordinate_closed,alternating_width_audit_closed,full_static_backreaction_authorized,dynamic_root_audit_authorized
5,-3.262>-3.261>-3.26>-3.259>-3.258,True,-3.26,3.041,0.0020682495692869894,-3.261,0.002067452176704991,-3.26,0.0020682495692869894,-3.259,0.0020650686267863487,-1.9891675401902784,-12.970564136996765,-21.141893886913984,-3.260299566258767,0.002068428077052431,8.630861966207881e-05,9.334977235653241e-12,0.0007724502405647646,3.040755898259834,3.5252583511669044e-05,True,True,True,False,False
