admissible_control_count,all_fixed_background_controls_pass,all_predictor_controls_pass,highest_admissible_tested_coefficient,best_tested_coefficient,best_tested_prediction,best_tested_relative_gain,rejected_far_coefficients,all_far_coefficients_rejected,admissible_tail_inverse_slope,admissible_tail_upper_prediction,admissible_tail_upper_relative_gain,admissible_tail_fit_maximum_relative_error,direct_predictor_uncertainty_allowance,combined_shoulder_headroom,combined_upper_prediction,direct_fold_gain_threshold,new_direct_fold_authorized,previous_core_power_coordinate_closed,post_aligned_shoulder_coefficient_closed,retained_shoulder_coefficient,retained_node_parameter,retained_fold_backreaction,full_static_backreaction_authorized,dynamic_root_audit_authorized
6,True,True,20.0,20.0,0.002073748636107096,0.0026588023523690385,32.0>48.0>64.0>96.0,True,-1.2064238579917229e-05,0.0020743938728101517,0.0029707747142335705,3.648222844421234e-05,0.0003523907658895542,0.0033242123537000623,0.002075124870055748,0.01,False,True,True,4.0,1.8591551305560714,0.0020682495692869894,False,False
