structural_control_count,structural_pass_count,passing_shell_powers,rejected_shell_powers,fixed_background_pass_count,predictor_pass_count,predicted_winner_shell_power,predicted_winner_fold_backreaction,best_new_shell_power,best_new_predicted_fold_backreaction,best_new_relative_gain_over_record,direct_fold_authorized_count,previous_alternating_width_audit_closed,post_width_shell_power_coordinate_closed,retained_c1,retained_c2,retained_fold_backreaction,full_static_backreaction_authorized,dynamic_root_audit_authorized
5,3,1.0>1.02>1.1,1.01>1.05,3,3,1.0,0.002068978401336761,1.02,0.002064308876215039,-0.0019053276405657238,0,True,True,-3.26,3.041,0.0020682495692869894,False,False
