recovered_control_count,discrete_winner_width_quadratic_mixture,discrete_winner_prediction,fitted_optimum_width_quadratic_mixture,fitted_prediction,fitted_residual_gain,predictor_relative_scale,matching_radius_relative_scale,rejected_left_control,new_direct_fold_authorized,previous_linear_width_closed,post_aligned_quadratic_width_closed,retained_width_quadratic_mixture,retained_fold_backreaction,full_static_backreaction_authorized,dynamic_root_audit_authorized
5,0.0,0.002068978401336761,-0.030095381631885913,0.002069344479831685,0.00017693683737229904,0.0003523907658895542,0.0007724502405647646,-0.25,False,True,True,0.0,0.0020682495692869894,False,False
